Name,Short Name,Team,ShotPct,SOGPlus,Pos,Other Pos,Rook,GP,Goals,Asst,Pts,SOG,FOW,FOL,PPG,SHG,GWG,GTG,PIM,Mins,+/-,Pas C,Pas I,Cor W,Cor L,Ft W,Ft L,Ft D,Hits,Blks,Saves,Gls A,GAA,W,L,T,EN,ShO,Sv Pct,Sh Fat,Gm Fat,Inj Rt,Skate,Pass,Fchk,Phys,Int,Clr,Rock,Kill,Blk,FO,Speed,C,LW,RW,LD,RD
"Rowney, Carter",Rowney,CHI,26,43,C,RW,N,62,7,13,20,53,171,176,0,1,0,0,12,778,0,0,0,0,0,0,0,0,178,35,0,0,0,0,0,0,0,0,,90,12:30,20,3,3,3,4,4,0,0,0,0,1,2,4,0,4,0,0
"Wagner, Austin",A. Wagner,BOS,36,70,LW,RW,Y,62,12,9,21,67,2,4,0,0,0,0,16,554,2,0,0,0,0,0,0,0,142,9,0,0,0,0,0,0,0,0,,90,9:00,20,3,3,4,4,3,0,0,0,0,0,3,0,3,3,0,0
"Weber, Yannick",Y. Weber,,6,10,RD,,N,62,2,6,8,67,0,0,0,0,0,0,18,739,7,0,0,0,0,0,0,0,64,32,0,0,0,0,0,0,0,0,0,120,12:00,20,2,2,0,3,2,2,0,0,0,0,2,0,0,0,0,2
"DeAngelo, Anthony",DeAngelo,NYH,7,16,RD,LD,N,61,4,26,30,111,0,0,0,0,0,0,77,1179,6,0,0,0,0,0,0,0,54,82,0,0,0,0,0,0,0,0,,120,19:15,21,4,4,0,2,2,2,0,0,1,0,4,0,0,0,1,1
"Dubinsky, Brandon",Dubinsky,PHI,19,37,C,LW,N,61,6,8,14,63,427,321,0,0,0,0,36,754,-16,0,0,0,0,0,0,0,147,28,0,0,0,0,0,0,0,0,,90,12:15,21,3,3,5,4,4,0,0,0,0,4,3,4,4,0,0,0
"Helm, Darren",Helm,BOS,13,25,LW,RW,N,61,7,10,17,107,16,20,0,1,0,0,20,889,-11,0,0,0,0,0,0,0,50,26,0,0,0,0,0,0,0,0,,90,14:30,21,3,3,3,3,2,0,0,0,0,0,4,0,4,4,0,0
"Holden, Nick",Holden,POR,8,12,RD,LD,N,61,3,12,15,77,0,0,0,0,0,0,14,1116,5,0,0,0,0,0,0,0,104,76,0,0,0,0,0,0,0,0,,120,18:15,21,3,3,0,3,3,2,0,0,0,0,3,0,0,0,3,3
"Jaros, Christian",Jaros,,3,6,RD,LD,Y,61,1,9,10,65,0,0,0,0,0,0,27,876,-14,0,0,0,0,0,0,0,110,82,0,0,0,0,0,0,0,0,0,120,14:15,21,3,3,0,4,3,3,0,0,1,0,3,0,0,0,2,2
"Klefbom, Oscar",Klefbom,SAN,6,15,LD,,N,61,5,23,28,167,0,0,1,0,2,0,16,1463,-11,0,0,0,0,0,0,0,44,102,0,0,0,0,0,0,0,0,,120,24:00:00,21,3,4,0,2,2,3,0,0,1,0,3,0,0,0,3,0
"Moore, John",J. Moore,LON,8,11,LD,RD,N,61,4,9,13,97,0,0,2,0,1,0,26,1145,0,0,0,0,0,0,0,0,77,76,0,0,0,0,0,0,0,0,,120,18:45,21,3,3,0,4,3,2,0,0,0,0,3,0,0,0,3,3
"Schmidt, Nate",Schmidt,VAN,16,29,RD,LD,N,61,9,21,30,112,0,0,1,0,1,0,8,1339,22,0,0,0,0,0,0,0,37,100,0,0,0,0,0,0,0,0,,120,22:00,21,4,4,0,2,2,1,0,0,1,0,3,0,0,0,4,4
"Zacha, Pavel",Zacha,TAM,26,57,C,,N,61,13,12,25,99,348,364,4,2,2,0,15,981,-6,0,0,0,0,0,0,0,68,24,0,0,0,0,0,0,0,0,,90,16:00,21,4,3,3,3,2,0,0,0,0,2,2,3,0,0,0,0
"de La Rose, Jacob",de La Rose,OTT,11,19,C,LW,N,60,3,6,9,55,161,219,0,0,0,0,16,686,-13,0,0,0,0,0,0,0,72,29,0,0,0,0,0,0,0,0,,90,11:30,22,2,2,3,3,2,0,0,0,0,1,3,3,3,0,0,0
"Ehn, Christoffer",Ehn,NYH,12,21,RW,C LW,Y,60,3,6,9,49,84,93,0,1,1,0,6,637,-5,0,0,0,0,0,0,0,70,39,0,0,0,0,0,0,0,0,,90,10:30,22,2,2,3,2,2,0,0,0,0,1,3,3,3,3,0,0
"Kesler, Ryan",Kesler,PHI,12,15,C,,N,60,5,3,8,86,582,463,1,0,1,0,44,990,-19,0,0,0,0,0,0,0,93,56,0,0,0,0,0,0,0,0,,90,16:30,22,3,2,3,4,4,0,1,1,0,5,2,4,0,0,0,0
"Khaira, Jujhar",Khaira,SAS,9,19,LW,C,N,60,3,15,18,64,55,71,0,1,0,0,43,754,-12,0,0,0,0,0,0,0,123,33,0,0,0,0,0,0,0,0,,90,12:30,22,3,3,3,4,4,0,0,0,0,1,3,2,2,0,0,0
"Maatta, Olli",Maatta,PHI,3,6,LD,RD,N,60,1,13,14,74,0,0,1,0,1,0,12,1115,9,0,0,0,0,0,0,0,97,116,0,0,0,0,0,0,0,0,,120,18:30,22,4,3,0,3,2,3,0,0,2,0,4,0,0,0,3,3
"Martinez, Alec",Martinez,MTL,10,13,RD,LD,N,60,4,14,18,78,0,0,0,0,2,0,8,1282,-2,0,0,0,0,0,0,0,78,135,0,0,0,0,0,0,0,0,,120,21:15,22,3,3,0,3,1,2,0,0,2,0,3,0,0,0,3,3
"Ritchie, Nick",N. Ritchie,NYH,19,27,LW,,N,60,9,22,31,96,4,8,2,0,2,0,82,900,6,0,0,0,0,0,0,0,123,31,0,0,0,0,0,0,0,0,,90,15:00,22,2,3,3,4,5,0,1,0,0,0,3,0,3,0,0,0
"Sanford, Zach",Sanford,LON,21,30,LW,RW,N,60,8,12,20,77,8,5,0,0,2,0,21,755,8,0,0,0,0,0,0,0,48,37,0,0,0,0,0,0,0,0,,90,12:30,22,3,2,2,3,2,0,1,0,0,0,3,0,3,3,0,0
"Bortuzzo, Robert",Bortuzzo,DET,5,10,RD,,N,59,2,8,10,75,0,0,0,0,0,0,47,913,9,0,0,0,0,0,0,0,95,72,0,0,0,0,0,0,0,0,0,120,15:30,23,2,2,0,4,4,4,0,0,1,0,1,0,0,0,0,4
"Fowler, Cam",Fowler,DEN,11,14,LD,RD,N,59,5,18,23,88,0,0,1,0,2,0,20,1379,-14,0,0,0,0,0,0,0,32,91,0,0,0,0,0,0,0,0,,120,23:15,23,5,4,0,2,1,1,0,0,0,0,3,0,0,0,3,3
"McCabe, Jake",McCabe,SAN,13,21,LD,RD,N,59,4,10,14,64,0,1,0,1,0,0,35,1118,-4,0,0,0,0,0,0,0,103,99,0,0,0,0,0,0,0,0,,120,19:00,23,2,3,0,4,3,3,0,0,1,0,2,0,0,0,4,4
"Morrissey, Josh",Morrissey,LSV,13,19,LD,,N,59,6,25,31,95,0,0,3,1,2,0,14,1322,9,0,0,0,0,0,0,0,55,107,0,0,0,0,0,0,0,0,,120,22:30,23,4,4,0,3,3,2,0,0,1,0,3,0,0,0,3,0
"Sceviour, Colton",Sceviour,TAM,9,18,RW,C LW,N,59,5,10,15,116,39,71,0,0,0,0,15,725,-2,0,0,0,0,0,0,0,89,58,0,0,0,0,0,0,0,0,,90,12:15,23,4,3,4,4,3,0,0,1,1,0,3,3,3,3,0,0
"Arvidsson, Viktor",Arvidsson,PHI,35,67,RW,,N,58,34,14,48,195,2,15,3,2,7,0,26,1110,12,0,0,0,0,0,0,0,18,23,0,0,0,0,0,0,0,0,,90,19:15,24,4,3,3,2,1,0,0,0,0,0,4,0,0,3,0,0
"Cernak, Erik",Cernak,DET,9,18,RD,,Y,58,5,11,16,107,0,0,1,0,1,0,58,1117,25,0,0,0,0,0,0,0,198,79,0,0,0,0,0,0,0,0,0,120,19:15,24,2,3,0,4,4,5,0,0,1,0,2,0,0,0,0,4
"Eriksson Ek, Joel",Eriksson Ek,LON,13,24,C,LW,N,58,7,7,14,111,247,293,0,0,2,0,20,783,-7,0,0,0,0,0,0,0,117,24,0,0,0,0,0,0,0,0,,90,13:30,24,4,3,3,3,3,0,0,0,0,2,3,4,4,0,0,0
"Hintz, Roope",Hintz,TAM,18,28,C,LW RW,Y,58,9,13,22,99,217,183,3,0,3,0,24,815,-11,0,0,0,0,0,0,0,87,36,0,0,0,0,0,0,0,0,,90,14:00,24,3,3,4,4,3,0,0,0,0,3,4,3,3,3,0,0
"Weber, Shea",S. Weber,NYH,17,32,RD,,N,58,14,19,33,166,0,0,5,0,3,0,28,1362,15,0,0,0,0,0,0,0,129,110,0,0,0,0,0,0,0,0,,120,23:30,24,3,4,0,5,5,5,0,0,1,0,3,0,0,0,0,4
"Armia, Joel",Armia,LON,19,36,RW,,N,57,13,10,23,134,5,24,2,1,2,0,14,900,0,0,0,0,0,0,0,0,113,21,0,0,0,0,0,0,0,0,,90,15:45,25,3,3,4,4,3,0,0,0,0,0,3,0,0,4,0,0
"Beagle, Jay",Beagle,OTT,13,25,C,,N,57,3,10,13,45,426,332,0,1,0,0,18,778,-8,0,0,0,0,0,0,0,102,33,0,0,0,0,0,0,0,0,,90,13:45,25,3,3,4,4,3,0,0,1,0,4,3,5,0,0,0,0
"Hamhuis, Dan",Hamhuis,SAN,0,3,LD,RD,N,57,0,5,5,39,0,0,0,0,0,0,28,915,-2,0,0,0,0,0,0,0,38,61,0,0,0,0,0,0,0,0,,120,16:00,25,2,2,0,3,2,2,0,0,0,0,2,0,0,0,4,4
"Kulak, Brett",Kulak,WIN,12,15,LD,RD,N,57,6,11,17,102,0,0,0,1,3,0,31,1017,12,0,0,0,0,0,0,0,107,64,0,0,0,0,0,0,0,0,,120,17:45,25,3,3,0,4,2,4,0,0,0,0,2,0,0,0,3,3
"Kulikov, Dmitry",Kulikov,SAS,0,3,LD,RD,N,57,0,6,6,40,0,0,0,0,0,0,47,893,4,0,0,0,0,0,0,0,88,71,0,0,0,0,0,0,0,0,,120,15:45,25,3,3,0,3,2,3,0,0,1,0,2,0,0,0,3,3
"Merrill, Jonathon",Merrill,LAD,8,19,LD,RD,N,57,3,12,15,72,0,0,0,1,0,0,53,1019,16,0,0,0,0,0,0,0,71,72,0,0,0,0,0,0,0,0,,120,18:00,25,3,3,0,3,2,3,0,0,1,0,3,0,0,0,3,3
"Nichushkin, Valeri",Nichushkin,TAM,0,3,LW,RW,N,57,0,10,10,65,3,3,0,0,0,0,0,679,-4,0,0,0,0,0,0,0,71,32,0,0,0,0,0,0,0,0,,90,12:00,25,3,3,3,4,1,0,0,0,0,0,4,0,2,2,0,0
"Perron, David",Perron,PHI,41,70,RW,LW,N,57,23,23,46,112,15,18,7,0,1,0,46,974,3,0,0,0,0,0,0,0,52,13,0,0,0,0,0,0,0,0,,90,17:00,25,3,4,4,3,3,0,0,0,0,0,4,0,2,2,0,0
"Reilly, Mike",Reilly,OTT,6,9,LD,RD,N,57,3,8,11,101,0,0,1,0,1,0,16,1065,0,0,0,0,0,0,0,0,48,53,0,0,0,0,0,0,0,0,,120,18:45,25,3,3,0,3,2,2,0,0,0,0,3,0,0,0,2,2
"Stafford, Drew",Stafford,,13,24,RW,LW,N,57,5,8,13,77,16,23,1,0,0,0,18,699,-7,0,0,0,0,0,0,0,50,19,0,0,0,0,0,0,0,0,0,90,12:15,25,2,2,3,2,2,0,0,0,0,0,3,0,3,3,0,0
"Brown, J.T.",JT. Brown,,11,19,RW,,N,56,3,5,8,56,5,13,0,0,0,0,29,514,0,0,0,0,0,0,0,0,99,16,0,0,0,0,0,0,0,0,0,90,9:15,26,3,2,3,4,4,0,0,0,0,0,3,0,0,3,0,0
"Byron, Paul",Byron,SAS,32,57,LW,RW,N,56,15,16,31,94,12,23,0,2,3,0,17,816,16,0,0,0,0,0,0,0,114,36,0,0,0,0,0,0,0,0,,90,14:30,26,3,3,3,4,4,0,0,0,0,0,3,0,3,3,0,0
"Edler, Alexander",Edler,BOS,16,27,LD,,N,56,10,24,34,128,0,0,4,0,2,0,54,1376,3,0,0,0,0,0,0,0,127,166,0,0,0,0,0,0,0,0,,120,24:30:00,26,4,4,0,4,3,4,0,0,2,0,2,0,0,0,3,0
"Gaudette, Adam",Gaudette,QUE,18,40,C,,Y,56,5,7,12,55,150,221,0,0,1,0,18,613,-8,0,0,0,0,0,0,0,48,15,0,0,0,0,0,0,0,0,,90,11:00,26,3,3,4,3,2,0,0,0,0,1,4,3,0,0,0,0
"Kunitz, Chris",Kunitz,QUE,23,39,LW,RW,N,56,5,5,10,44,2,5,0,0,1,0,23,507,-7,0,0,0,0,0,0,0,85,15,0,0,0,0,0,0,0,0,,90,9:00,26,2,2,2,4,3,0,0,0,0,0,2,0,3,3,0,0
"Lajoie, Maxime",Lajoie,SAN,18,24,LD,RD,Y,56,7,8,15,79,0,0,4,0,0,0,20,1059,-25,0,0,0,0,0,0,0,34,82,0,0,0,0,0,0,0,0,0,120,19:00,26,4,3,0,2,2,1,0,0,1,0,3,0,0,0,2,2
"Murray, Ryan",R. Murray,QUE,3,6,LD,RD,N,56,1,28,29,71,0,0,0,0,0,0,10,1201,20,0,0,0,0,0,0,0,27,93,0,0,0,0,0,0,0,0,,120,21:30,26,4,4,0,2,1,1,0,0,1,0,4,0,0,0,4,4
"Bourque, Gabriel",Bourque,,12,16,RW,LW,N,55,2,6,8,34,7,13,0,0,1,0,10,536,3,0,0,0,0,0,0,0,100,48,0,0,0,0,0,0,0,0,0,90,9:45,27,3,2,3,4,3,0,0,0,2,0,3,0,3,3,0,0
"Gaudreau, Frederick",F. Gaudreau,BOS,14,23,C,LW RW,N,55,3,1,4,43,156,167,0,0,1,0,2,496,1,0,0,0,0,0,0,0,25,18,0,0,0,0,0,0,0,0,,90,9:00,27,2,1,2,2,1,0,0,0,0,1,3,2,2,2,0,0
"Tanev, Chris",C. Tanev,NOT,8,13,RD,LD,N,55,2,10,12,51,0,0,0,0,0,0,18,1109,3,0,0,0,0,0,0,0,29,122,0,0,0,0,0,0,0,0,,120,20:15,27,2,3,0,2,2,2,0,0,2,0,3,0,0,0,5,5
"Trocheck, Vincent",Trocheck,WIN,13,25,C,,N,55,10,24,34,158,498,463,3,1,1,0,54,1081,-9,0,0,0,0,0,0,0,112,42,0,0,0,0,0,0,0,0,,90,19:45,27,5,4,5,4,3,0,0,0,0,3,5,3,0,0,0,0
"Turris, Kyle",Turris,NYH,18,33,C,,N,55,7,16,23,78,281,272,4,0,1,0,33,863,-6,0,0,0,0,0,0,0,24,15,0,0,0,0,0,0,0,0,,90,15:45,27,3,4,2,2,1,0,0,0,0,3,3,2,0,0,0,0
"Carrier, William",Carrier,LON,19,34,LW,,N,54,8,1,9,85,0,0,0,0,1,0,29,537,-4,0,0,0,0,0,0,0,277,13,0,0,0,0,0,0,0,0,,90,10:00,28,2,1,4,5,3,0,0,0,0,0,3,0,3,0,0,0
"Czarnik, Austin",Czarnik,OTT,18,32,RW,LW,N,54,6,12,18,65,30,34,0,0,3,0,8,612,-1,0,0,0,0,0,0,0,10,24,0,0,0,0,0,0,0,0,,90,11:15,28,3,3,4,1,1,0,0,0,0,0,3,0,2,2,0,0
"Fedun, Taylor",Fedun,,9,12,RD,LD,N,54,4,7,11,86,0,0,0,0,0,0,14,748,2,0,0,0,0,0,0,0,19,58,0,0,0,0,0,0,0,0,0,120,13:45,28,2,2,0,2,1,2,0,0,1,0,3,0,0,0,2,2
"Hayden, John",Hayden,LAD,14,26,RW,LW,N,54,3,2,5,42,7,22,0,0,0,0,27,495,-12,0,0,0,0,0,0,0,97,23,0,0,0,0,0,0,0,0,,90,9:15,28,3,1,3,4,3,0,0,0,0,0,3,0,2,2,0,0
"McAvoy, Charlie",McAvoy,CHI,18,26,RD,,N,54,7,21,28,79,0,0,1,0,3,0,45,1197,14,0,0,0,0,0,0,0,92,91,0,0,0,0,0,0,0,0,,120,22:15,28,4,4,0,4,3,3,0,0,1,0,4,0,0,0,0,3
"Nylander, William",W. Nylander,LSV,11,17,RW,C,N,54,7,20,27,130,203,165,1,0,0,0,16,838,-4,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,,90,15:30,28,5,4,3,1,1,0,0,0,0,3,5,1,0,1,0,0
"Smith-Pelly, Devante",Smith-Pelly,,13,25,RW,,N,54,4,4,8,60,16,25,0,0,0,0,15,586,-6,0,0,0,0,0,0,0,78,36,0,0,0,0,0,0,0,0,,90,10:45,28,2,2,2,3,4,0,0,0,0,0,2,0,0,3,0,0
"Borowiecki, Mark",Borowiecki,,3,6,LD,,N,53,1,4,5,59,0,0,0,0,0,0,89,825,-12,0,0,0,0,0,0,0,212,93,0,0,0,0,0,0,0,0,0,120,15:30,29,1,1,0,5,5,5,0,0,2,0,1,0,0,0,3,0
"Boyd, Travis",Boyd,,29,52,RW,C,Y,53,5,15,20,35,76,134,0,0,1,0,6,521,6,0,0,0,0,0,0,0,13,21,0,0,0,0,0,0,0,0,0,90,9:45,29,2,3,2,1,1,0,0,0,0,0,3,2,0,2,0,0
"Chychrun, Jakob",Chychrun,VAN,9,16,LD,RD,N,53,5,15,20,117,0,0,3,0,0,0,28,1074,-12,0,0,0,0,0,0,0,74,77,0,0,0,0,0,0,0,0,,120,20:15,29,3,4,0,4,3,4,0,0,1,0,4,0,0,0,3,3
"Grimaldi, Rocco",Grimaldi,CHI,12,25,RW,LW,N,53,5,8,13,81,4,3,0,0,0,0,10,530,-2,0,0,0,0,0,0,0,32,20,0,0,0,0,0,0,0,0,,90,10:00,29,3,3,3,2,1,0,0,0,0,0,4,0,2,2,0,0
"Karlsson, Erik",E. Karlsson,SAS,4,7,RD,,N,53,3,42,45,169,1,1,2,0,1,0,22,1298,6,0,0,0,0,0,0,0,44,69,0,0,0,0,0,0,0,0,,120,24:30:00,29,5,5,0,2,1,2,0,0,0,0,4,0,0,0,0,2
"Mueller, Mirco",Mueller,NYH,5,9,LD,RD,N,53,1,10,11,39,0,0,0,0,0,0,17,958,-3,0,0,0,0,0,0,0,75,61,0,0,0,0,0,0,0,0,,120,18:00,29,3,2,0,4,2,3,0,0,0,0,3,0,0,0,2,2
"Orpik, Brooks",Orpik,QUE,9,16,LD,RD,N,53,2,7,9,43,0,0,0,0,0,0,32,830,8,0,0,0,0,0,0,0,131,78,0,0,0,0,0,0,0,0,,120,15:45,29,2,2,0,4,4,5,0,0,1,0,2,0,0,0,3,3
"Ozhiganov, Igor",Ozhiganov,,14,17,RD,,Y,53,3,4,7,43,0,0,0,0,0,0,14,743,0,0,0,0,0,0,0,0,57,48,0,0,0,0,0,0,0,0,0,120,14:00,29,2,2,0,3,2,2,0,0,0,0,2,0,0,0,0,2
"Ritchie, Brett",B. Ritchie,,14,23,RW,,N,53,4,2,6,57,2,7,1,0,2,0,57,509,-7,0,0,0,0,0,0,0,126,13,0,0,0,0,0,0,0,0,,90,9:30,29,3,2,3,5,4,0,0,0,0,0,3,0,0,3,0,0
"Callahan, Ryan",Callahan,OTT,18,40,RW,,N,52,7,10,17,76,6,15,1,0,3,0,14,579,7,0,0,0,0,0,0,0,89,25,0,0,0,0,0,0,0,0,,90,11:15,30,3,3,4,3,4,0,0,0,0,0,3,0,0,4,0,0
"Cholowski, Dennis",Cholowski,MTL,20,31,RD,LD,Y,52,7,9,16,71,1,0,4,0,1,0,16,949,-20,0,0,0,0,0,0,0,18,50,0,0,0,0,0,0,0,0,0,120,18:15,30,3,3,0,2,1,1,0,0,0,0,4,0,0,0,1,1
"DeKeyser, Danny",DeKeyser,NYH,17,28,LD,,N,52,5,15,20,59,0,0,0,0,3,0,39,1142,2,0,0,0,0,0,0,0,79,94,0,0,0,0,0,0,0,0,,120,22:00,30,3,3,0,4,3,3,0,0,1,0,3,0,0,0,4,0
"Ericsson, Jonathan",Ericsson,LAD,13,16,LD,RD,N,52,3,2,5,48,0,0,0,0,1,0,35,895,-10,0,0,0,0,0,0,0,98,56,0,0,0,0,0,0,0,0,,120,17:15,30,3,2,0,4,3,3,0,0,0,0,2,0,0,0,3,3
"Kempe, Mario",M. Kempe,,14,25,C,LW,N,52,4,5,9,57,126,203,0,0,0,0,18,582,5,0,0,0,0,0,0,0,105,30,0,0,0,0,0,0,0,0,0,90,11:15,30,3,3,3,4,3,0,0,0,0,0,4,2,2,0,0,0
"Murphy, Connor",Murphy,POR,12,22,RD,,N,52,5,8,13,84,0,0,0,0,1,0,40,1013,12,0,0,0,0,0,0,0,119,91,0,0,0,0,0,0,0,0,,120,19:30,30,3,2,0,4,4,4,0,0,1,0,3,0,0,0,0,4
"Bratt, Jesper",Bratt,NYH,18,28,RW,LW,N,51,8,25,33,91,4,3,1,0,1,0,6,774,-8,0,0,0,0,0,0,0,36,22,0,0,0,0,0,0,0,0,,90,15:15,31,3,4,3,2,1,0,0,0,0,0,4,0,3,3,0,0
"Ennis, Tyler",Ennis,,30,57,LW,RW,N,51,12,6,18,81,1,0,2,0,1,0,2,507,-6,0,0,0,0,0,0,0,49,14,0,0,0,0,0,0,0,0,0,90,10:00,31,3,3,2,2,1,0,0,0,0,0,4,0,2,2,0,0
"Harpur, Ben",Harpur,OTT,4,7,LD,RD,N,51,1,4,5,50,0,0,0,0,0,0,56,899,-13,0,0,0,0,0,0,0,89,69,0,0,0,0,0,0,0,0,,120,17:30,31,2,2,0,4,3,3,0,0,1,0,3,0,0,0,2,2
"Seney, Brett",Seney,,20,38,C,LW,Y,51,5,8,13,49,98,162,0,0,0,0,31,527,-14,0,0,0,0,0,0,0,48,15,0,0,0,0,0,0,0,0,0,90,10:15,31,2,3,2,2,2,0,0,0,0,0,2,2,2,0,0,0
"Borgstrom, Henrik",Borgstrom,MTL,30,53,C,LW,Y,50,8,10,18,54,165,240,3,0,0,0,4,600,-14,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,90,12:00,32,4,4,2,1,2,0,0,0,0,1,3,2,2,0,0,0
"Connauton, Kevin",Connauton,MTL,3,6,LD,RD,N,50,1,7,8,76,0,0,0,0,0,0,22,918,-2,0,0,0,0,0,0,0,108,75,0,0,0,0,0,0,0,0,,120,18:15,32,2,2,0,4,3,3,0,0,1,0,2,0,0,0,2,2
"Malgin, Denis",Malgin,PHI,21,40,RW,LW,N,50,7,9,16,66,36,56,0,0,0,0,14,644,-10,0,0,0,0,0,0,0,40,21,0,0,0,0,0,0,0,0,,90,13:00,32,4,3,2,2,2,0,0,0,0,0,4,0,2,2,0,0
"Rattie, Ty",Rattie,,10,15,RW,LW,N,50,4,7,11,84,1,2,0,0,1,0,4,567,-2,0,0,0,0,0,0,0,57,7,0,0,0,0,0,0,0,0,,90,11:15,32,3,2,2,3,2,0,0,0,0,0,3,0,2,2,0,0
"Sherwood, Kiefer",Sherwood,,20,34,RW,LW,Y,50,6,6,12,60,7,9,0,0,1,0,8,569,1,0,0,0,0,0,0,0,79,19,0,0,0,0,0,0,0,0,0,90,11:15,32,3,2,3,3,3,0,0,0,0,0,3,0,3,3,0,0
"Staal, Jordan",J. Staal,NYH,18,36,C,,N,50,11,17,28,121,571,452,0,0,1,0,26,914,6,0,0,0,0,0,0,0,122,18,0,0,0,0,0,0,0,0,,90,18:15,32,4,4,5,4,3,0,0,1,0,5,2,5,0,0,0,0
"Stastny, Paul",Stastny,NYH,25,47,C,,N,50,13,29,42,103,463,384,1,1,2,0,30,905,14,0,0,0,0,0,0,0,35,15,0,0,0,0,0,0,0,0,,90,18:00,32,4,4,3,2,2,0,0,0,0,4,3,4,0,0,0,0
"Vatanen, Sami",Vatanen,MTL,7,16,RD,LD,N,50,4,13,17,107,0,0,3,0,0,0,22,1086,-17,0,0,0,0,0,0,0,68,77,0,0,0,0,0,0,0,0,,120,21:45,32,4,3,0,3,2,2,0,0,1,0,4,0,0,0,3,3
"Wilson, Garrett",G. Wilson,,7,14,RW,LW,N,50,2,6,8,54,3,4,0,0,0,0,18,381,2,0,0,0,0,0,0,0,114,16,0,0,0,0,0,0,0,0,0,90,7:30,32,2,2,3,4,3,0,0,0,0,0,2,0,3,3,0,0
"Kunin, Luke",Kunin,LAD,14,24,RW,C,Y,49,6,11,17,88,88,112,0,0,1,0,27,778,-9,0,0,0,0,0,0,0,67,34,0,0,0,0,0,0,0,0,,90,16:00,33,2,3,3,3,2,0,0,0,0,1,4,3,0,3,0,0
"Larsson, Jacob",Ja. Larsson,POR,0,3,LD,RD,Y,49,0,5,5,57,0,1,0,0,0,0,16,839,-4,0,0,0,0,0,0,0,41,59,0,0,0,0,0,0,0,0,0,120,17:00,33,3,3,0,3,2,2,0,0,1,0,3,0,0,0,3,3
"Deslauriers, Nicolas",Deslauriers,,8,13,LW,RW,N,48,2,3,5,48,1,0,0,1,0,0,22,482,-12,0,0,0,0,0,0,0,135,22,0,0,0,0,0,0,0,0,,90,10:00,34,3,1,3,5,5,0,0,0,0,0,2,0,2,2,0,0
"Koivu, Mikko",Koivu,NOT,18,32,C,,N,48,8,21,29,89,488,406,2,0,0,0,22,878,-2,0,0,0,0,0,0,0,13,32,0,0,0,0,0,0,0,0,,90,18:15,34,4,4,4,2,1,0,0,0,0,4,3,4,0,0,0,0
"Toews, Devon",D. Toews,QUE,12,16,LD,RD,Y,48,5,13,18,81,0,1,1,0,2,0,4,859,7,0,0,0,0,0,0,0,24,30,0,0,0,0,0,0,0,0,0,120,18:00,34,4,3,0,2,2,2,0,0,0,0,4,0,0,0,3,3
"Garland, Conor",Garland,NYH,22,41,RW,LW,Y,47,13,5,18,118,10,8,4,0,2,0,12,601,1,0,0,0,0,0,0,0,33,17,0,0,0,0,0,0,0,0,,90,12:45,35,3,3,2,2,2,0,0,0,0,0,4,0,2,2,0,0
"MacDonald, Andrew",MacDonald,OTT,0,3,RD,LD,N,47,0,9,9,41,0,0,0,0,0,0,18,771,-5,0,0,0,0,0,0,0,30,95,0,0,0,0,0,0,0,0,,120,16:30,35,3,3,0,2,1,3,0,0,2,0,3,0,0,0,3,3
"Pitlick, Tyler",Pitlick,NOT,21,34,RW,LW,N,47,8,4,12,75,5,7,1,0,1,0,6,629,-2,0,0,0,0,0,0,0,93,27,0,0,0,0,0,0,0,0,,90,13:30,35,2,2,4,4,3,0,0,0,0,0,3,0,3,3,0,0
"Schaller, Tim",Schaller,LSV,14,26,LW,,N,47,3,7,10,44,1,1,0,0,0,0,9,501,-2,0,0,0,0,0,0,0,66,18,0,0,0,0,0,0,0,0,,90,10:45,35,3,3,4,3,3,0,0,0,0,0,2,0,4,0,0,0
"Sedlak, Lukas",Sedlak,LAD,19,35,LW,C,N,47,4,2,6,43,43,44,0,0,0,0,10,423,-5,0,0,0,0,0,0,0,69,20,0,0,0,0,0,0,0,0,,90,9:00,35,3,2,3,3,2,0,0,0,0,1,3,3,3,0,0,0
"Stralman, Anton",Stralman,EDM,7,10,RD,LD,N,47,2,15,17,57,0,0,0,0,0,0,8,965,12,0,0,0,0,0,0,0,59,71,0,0,0,0,0,0,0,0,,120,20:30,35,3,3,0,3,3,3,0,0,1,0,2,0,0,0,3,3
"Varone, Phil",Varone,,18,29,C,LW RW,N,47,3,4,7,34,81,82,0,0,0,0,8,372,-2,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,0,0,90,8:00,35,2,2,2,2,2,0,0,0,0,1,3,2,2,2,0,0
"Hronek, Filip",Hronek,LSV,14,17,RD,LD,Y,46,5,18,23,73,0,0,1,0,0,0,30,918,-10,0,0,0,0,0,0,0,66,32,0,0,0,0,0,0,0,0,0,120,20:00,36,4,3,0,3,2,3,0,0,0,0,4,0,0,0,3,3
"Puljujarvi, Jesse",Puljujarvi,LSV,15,29,RW,,N,46,4,5,9,53,2,2,0,0,0,0,16,550,-14,0,0,0,0,0,0,0,46,26,0,0,0,0,0,0,0,0,,90,12:00,36,3,3,2,2,1,0,0,0,0,0,4,0,0,2,0,0
