Player,Age,Tm,Pos,GP,G,A,PTS,PlusMin,PIM,PS,G-EV,G-PP,G-SH,G-GW,A-EV,A-PP,A-SH,SOG,ShotPerc,TOI,ATOI,BLK,HIT,FOW,FOL,FOPerc,UID,season
Nick Bjugstad,22,FLA,C,72,24,19,43,-7,38,5.3,17,7,0,3,14,5,0,207,11.6,1194,16:35,29.0,148,486.0,508.0,48.9,bjugsni01,14-15
Jesse Blacker,23,ANA,D,1,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,0,,6,6:03,1.0,1,0.0,0.0,,blackje01,14-15
Jonathon Blum,26,MIN,D,4,0,1,1,-3,2,-0.1,0,0,0,0,1,0,0,3,0.0,39,9:52,2.0,1,0.0,0.0,,blumjo02,14-15
Mike Blunden,28,TBL,RW,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,20,9:47,0.0,7,0.0,0.0,,blundmi01,14-15
Troy Bodie,30,TOR,RW,5,0,0,0,0,5,0.0,0,0,0,0,0,0,0,1,0.0,23,4:37,0.0,4,0.0,0.0,,bodietr01,14-15
Zach Bogosian,24,TOT,D,62,3,17,20,-6,78,3.5,3,0,0,0,15,2,0,125,2.4,1469,23:41,90.0,189,0.0,0.0,,bogosza01,14-15
Alexandre Bolduc,29,ARI,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,32,10:40,1.0,17,10.0,9.0,52.6,boldual01,14-15
Jared Boll,28,CBJ,RW,72,1,4,5,-13,109,-0.8,1,0,0,0,4,0,0,28,3.6,524,7:16,17.0,131,0.0,2.0,0.0,bollja01,14-15
Dave Bolland,28,FLA,C,53,6,17,23,4,48,2.0,5,0,1,0,12,5,0,76,7.9,867,16:21,21.0,89,414.0,517.0,44.5,bollada01,14-15
Brandon Bollig,28,CGY,LW,62,1,4,5,-9,88,-0.6,1,0,0,0,4,0,0,67,1.5,533,8:36,24.0,139,3.0,2.0,60.0,bollibr01,14-15
Nick Bonino,26,VAN,C,75,15,24,39,7,22,4.2,14,1,0,6,20,4,0,149,10.1,1269,16:55,89.0,31,585.0,649.0,47.4,boninni01,14-15
David Booth,30,TOR,LW,59,7,6,13,-8,25,0.8,7,0,0,2,5,0,1,107,6.5,705,11:56,8.0,87,6.0,7.0,46.2,boothda01,14-15
Patrick Bordeleau,28,COL,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,6:46,0.0,2,0.0,0.0,,bordepa02,14-15
Mark Borowiecki,25,OTT,D,63,1,10,11,15,107,3.3,1,0,0,0,10,0,0,30,3.3,1002,15:55,102.0,233,0.0,0.0,,borowma01,14-15
Robert Bortuzzo,25,TOT,D,51,3,5,8,-9,93,1.2,3,0,0,0,5,0,0,56,5.4,771,15:07,61.0,157,1.0,0.0,100.0,borturo01,14-15
Reid Boucher,21,NJD,LW,11,1,0,1,-4,0,-0.1,1,0,0,0,0,0,0,20,5.0,123,11:08,5.0,9,0.0,0.0,,bouchre01,14-15
Eric Boulton,38,NYI,LW,10,2,0,2,-1,30,0.3,2,0,0,0,0,0,0,9,22.2,72,7:12,4.0,10,0.0,0.0,,boulter01,14-15
Lance Bouma,24,CGY,C,78,16,18,34,10,54,4.1,16,0,0,4,16,1,1,104,15.4,1093,14:01,82.0,264,29.0,45.0,39.2,boumala01,14-15
Michael Bournival,22,MTL,LW,29,3,2,5,3,4,0.7,3,0,0,1,2,0,0,27,11.1,229,7:53,10.0,26,4.0,1.0,80.0,bournmi01,14-15
Gabriel Bourque,24,NSH,LW,69,3,10,13,-13,10,-0.2,3,0,0,0,10,0,0,76,3.9,829,12:01,44.0,141,3.0,3.0,50.0,bourqga01,14-15
Rene Bourque,33,TOT,RW,51,6,8,14,-15,22,0.5,4,2,0,1,7,1,0,85,7.1,644,12:38,11.0,71,4.0,6.0,40.0,bourqre01,14-15
Ryan Bourque,24,NYR,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,12,11:49,0.0,0,0.0,0.0,,bourqry01,14-15
Jay Bouwmeester,31,STL,D,72,2,11,13,7,24,3.7,2,0,0,0,7,4,0,92,2.2,1632,22:40,99.0,42,0.0,0.0,,bouwmja01,14-15
Drayson Bowman,25,MTL,LW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,20,6:31,0.0,3,0.0,0.0,,bowmadr01,14-15
Johnny Boychuk,31,NYI,D,72,9,26,35,15,14,7.1,4,5,0,1,15,10,1,192,4.7,1561,21:41,149.0,171,2.0,1.0,66.7,boychjo01,14-15
Zach Boychuk,25,CAR,LW,31,3,3,6,0,4,0.6,3,0,0,0,3,0,0,35,8.6,329,10:38,9.0,40,0.0,0.0,,boychza01,14-15
Brad Boyes,32,FLA,RW,78,14,24,38,11,20,4.3,9,5,0,4,20,4,0,151,9.3,1221,15:39,38.0,60,97.0,76.0,56.1,boyesbr01,14-15
Brian Boyle,30,TBL,C,82,15,9,24,3,54,2.5,12,0,3,5,9,0,0,140,10.7,1065,13:00,63.0,128,438.0,456.0,49.0,boylebr01,14-15
Dan Boyle,38,NYR,D,65,9,11,20,18,20,5.4,6,3,0,3,6,5,0,116,7.8,1316,20:15,79.0,49,0.0,0.0,,boyleda01,14-15
Tyler Bozak,28,TOR,C,82,23,26,49,-34,44,4.2,9,12,2,3,20,6,0,154,14.9,1570,19:09,46.0,83,944.0,831.0,53.2,bozakty01,14-15
Derick Brassard,27,NYR,C,80,19,41,60,9,34,6.9,13,6,0,3,29,12,0,168,11.3,1392,17:24,13.0,104,669.0,699.0,48.9,brassde01,14-15
Justin Braun,27,SJS,D,70,1,22,23,8,48,4.6,1,0,0,0,20,2,0,94,1.1,1472,21:02,130.0,79,0.0,0.0,,braunju01,14-15
T.J. Brennan,25,TOR,D,6,0,1,1,-7,9,-0.4,0,0,0,0,0,1,0,11,0.0,101,16:49,5.0,2,0.0,0.0,,brenntj01,14-15
Eric Brewer,35,TOT,D,44,3,8,11,-5,36,1.7,3,0,0,1,7,0,1,33,9.1,822,18:41,72.0,87,0.0,0.0,,breweer01,14-15
Daniel Brière,37,COL,C,57,8,4,12,-7,18,0.8,8,0,0,3,4,0,0,69,11.6,691,12:07,9.0,19,13.0,11.0,54.2,brierda01,14-15
T.J. Brodie,24,CGY,D,81,11,30,41,15,30,8.8,7,3,1,3,22,6,2,133,8.3,2042,25:12,178.0,27,0.0,0.0,,broditj01,14-15
Jonas Brodin,21,MIN,D,71,3,14,17,21,8,5.8,3,0,0,1,11,2,1,95,3.2,1716,24:10,128.0,31,0.0,0.0,,brodijo01,14-15
Kyle Brodziak,30,MIN,C,73,9,11,20,-6,47,1.5,8,0,1,0,11,0,0,86,10.5,952,13:03,63.0,56,338.0,340.0,49.9,brodzky01,14-15
Julien Brouillette,28,WPG,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,10,9:33,1.0,1,0.0,0.0,,brouiju01,14-15
Troy Brouwer,29,WSH,RW,82,21,22,43,11,53,5.2,11,8,2,3,16,6,0,145,14.5,1437,17:31,39.0,206,251.0,190.0,56.9,brouwtr01,14-15
Chris Brown,23,WSH,C,5,1,0,1,1,2,0.2,1,0,0,0,0,0,0,4,25.0,32,6:28,1.0,6,1.0,2.0,33.3,brownch01,14-15
Dustin Brown,30,LAK,RW,82,11,16,27,-17,26,1.3,10,1,0,3,11,5,0,189,5.8,1354,16:31,23.0,234,13.0,21.0,38.2,browndu01,14-15
J.T. Brown,24,TBL,RW,52,3,6,9,-2,30,0.2,3,0,0,0,6,0,0,74,4.1,552,10:36,21.0,44,6.0,7.0,46.2,brownjt01,14-15
Mike Brown,29,SJS,RW,12,0,0,0,0,22,-0.2,0,0,0,0,0,0,0,11,0.0,98,8:12,7.0,42,4.0,3.0,57.1,brownmi02,14-15
Patrick Brown,22,CAR,C,7,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,4,0.0,62,8:53,2.0,11,0.0,2.0,0.0,brownpa02,14-15
Damien Brunner,28,NJD,C,17,2,5,7,-1,8,0.6,2,0,0,0,1,4,0,29,6.9,258,15:09,3.0,7,2.0,2.0,50.0,brunnda01,14-15
André Burakovsky,19,WSH,LW,53,9,13,22,12,10,2.8,7,2,0,2,12,1,0,65,13.8,685,12:55,18.0,22,74.0,93.0,44.3,burakan01,14-15
Adam Burish,32,SJS,RW,20,1,2,3,-6,33,-0.2,1,0,0,0,2,0,0,22,4.5,223,11:09,19.0,11,57.0,50.0,53.3,burisad01,14-15
Brent Burns,29,SJS,D,82,17,43,60,-9,65,9.5,10,7,0,2,26,17,0,245,6.9,1964,23:57,124.0,148,0.0,0.0,,burnsbr01,14-15
Alexandre Burrows,33,VAN,RW,70,18,15,33,0,68,3.9,13,4,1,3,11,4,0,145,12.4,1083,15:29,33.0,73,6.0,8.0,42.9,burroal01,14-15
Chris Butler,28,STL,D,33,3,6,9,8,23,2.5,2,0,1,0,6,0,0,54,5.6,567,17:11,38.0,31,0.0,0.0,,butlech01,14-15
Dustin Byfuglien,29,WPG,D,69,18,27,45,5,124,8.8,13,5,0,3,14,12,1,209,8.6,1565,22:41,60.0,204,0.0,3.0,0.0,byfugdu01,14-15
Paul Byron,25,CGY,C,57,6,13,19,-2,8,1.3,5,1,0,0,11,0,2,62,9.7,825,14:28,24.0,101,34.0,62.0,35.4,byronpa01,14-15
Mikkel Bødker,25,ARI,LW,45,14,14,28,-10,6,3.2,11,3,0,2,5,9,0,79,17.7,787,17:29,9.0,66,0.0,2.0,0.0,boedkmi01,14-15
Ryan Callahan,29,TBL,RW,77,24,30,54,9,41,6.6,14,10,0,4,24,6,0,191,12.6,1366,17:44,48.0,181,12.0,19.0,38.7,callary01,14-15
Matt Calvert,25,CBJ,LW,56,13,10,23,1,28,2.5,13,0,0,3,9,0,1,93,14.0,896,16:00,20.0,92,6.0,4.0,60.0,calvema01,14-15
Mike Cammalleri,32,NJD,LW,68,27,15,42,2,28,6.0,16,9,2,8,13,2,0,156,17.3,1247,18:20,19.0,29,114.0,157.0,42.1,cammami01,14-15
Andrew Campbell,26,ARI,D,33,0,1,1,-13,10,-0.2,0,0,0,0,1,0,0,28,0.0,579,17:32,58.0,67,0.0,0.0,,campban01,14-15
Brian Campbell,35,FLA,D,82,3,24,27,4,22,5.6,2,1,0,0,13,11,0,118,2.5,1903,23:13,85.0,44,0.0,0.0,,campbbr02,14-15
Gregory Campbell,31,BOS,C,70,6,6,12,1,45,0.6,5,0,1,2,6,0,0,64,9.4,849,12:08,41.0,119,339.0,287.0,54.2,campbgr01,14-15
Daniel Carcillo,30,CHI,LW,39,4,4,8,3,54,1.0,4,0,0,0,4,0,0,42,9.5,319,8:11,7.0,36,0.0,1.0,0.0,carcida01,14-15
Paul Carey,26,COL,C,10,0,1,1,2,0,0.1,0,0,0,0,1,0,0,5,0.0,79,7:53,2.0,12,0.0,3.0,0.0,careypa01,14-15
Matt Carle,30,TBL,D,59,4,14,18,12,26,4.0,3,1,0,0,14,0,0,73,5.5,1209,20:29,109.0,27,0.0,0.0,,carlema01,14-15
John Carlson,25,WSH,D,82,12,43,55,11,28,10.0,8,3,1,3,30,13,0,193,6.2,1892,23:04,200.0,74,0.0,0.0,,carlsjo01,14-15
Jordan Caron,24,TOT,RW,30,0,0,0,-2,18,-0.5,0,0,0,0,0,0,0,12,0.0,241,8:02,8.0,41,0.0,1.0,0.0,caronjo01,14-15
Sam Carrick,22,TOR,C,16,1,1,2,1,9,0.2,1,0,0,0,1,0,0,17,5.9,104,6:29,1.0,30,38.0,53.0,41.8,carrisa01,14-15
Jeff Carter,30,LAK,C,82,28,34,62,7,28,8.0,17,10,1,5,28,5,1,218,12.8,1474,17:58,32.0,74,602.0,577.0,51.1,carteje01,14-15
Ryan Carter,31,MIN,C,53,3,10,13,3,55,1.1,2,0,1,0,10,0,0,47,6.4,535,10:05,30.0,77,29.0,40.0,42.0,cartery01,14-15
Cody Ceci,21,OTT,D,81,5,16,21,-4,6,3.6,4,1,0,0,13,3,0,130,3.8,1562,19:17,113.0,89,0.0,0.0,,cecico01,14-15
Michael Chaput,22,CBJ,C,33,1,4,5,-8,21,-0.3,1,0,0,0,4,0,0,23,4.3,337,10:12,20.0,59,143.0,151.0,48.6,chapumi01,14-15
Zdeno Chára,37,BOS,D,63,8,12,20,0,42,4.5,4,4,0,0,8,1,3,138,5.8,1471,23:21,99.0,125,1.0,0.0,100.0,charazd01,14-15
Ben Chiarot,23,WPG,D,40,2,6,8,5,22,2.1,2,0,0,0,6,0,0,37,5.4,681,17:01,52.0,71,0.0,0.0,,chiarbe01,14-15
Alex Chiasson,24,OTT,RW,76,11,15,26,-5,67,2.1,8,3,0,1,11,3,1,105,10.5,1017,13:23,20.0,93,3.0,18.0,14.3,chiasal01,14-15
Jason Chimera,35,WSH,LW,77,7,12,19,-1,51,1.1,7,0,0,2,12,0,0,96,7.3,996,12:56,18.0,132,43.0,33.0,56.6,chimeja01,14-15
Kyle Chipchura,28,ARI,C,70,4,10,14,-23,82,-0.3,3,1,0,0,10,0,0,81,4.9,938,13:24,29.0,130,473.0,439.0,51.9,chipcky01,14-15
Taylor Chorney,27,PIT,D,7,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,4,0.0,85,12:10,3.0,5,0.0,0.0,,chornta01,14-15
Casey Cizikas,23,NYI,C,70,9,9,18,-2,24,1.3,7,0,2,2,8,1,0,90,10.0,876,12:31,50.0,144,446.0,409.0,52.2,cizikca01,14-15
Mat Clark,24,ANA,D,7,0,1,1,2,6,0.3,0,0,0,0,1,0,0,2,0.0,89,12:46,5.0,10,0.0,0.0,,clarkma01,14-15
David Clarkson,30,TOT,RW,61,10,5,15,-12,106,1.0,9,1,0,1,5,0,0,95,10.5,842,13:48,19.0,133,25.0,48.0,34.2,clarkda03,14-15
Daniel Cleary,36,DET,RW,17,1,1,2,-4,6,-0.1,1,0,0,0,1,0,0,17,5.9,155,9:08,9.0,21,2.0,2.0,50.0,clearda01,14-15
Adam Clendening,22,TOT,D,21,1,3,4,2,10,1.0,0,1,0,0,1,2,0,17,5.9,349,16:38,22.0,9,0.0,0.0,,clendad01,14-15
Marc-André Cliche,27,COL,C,74,2,5,7,-2,17,-0.4,2,0,0,0,5,0,0,68,2.9,785,10:36,28.0,27,377.0,358.0,51.3,clichma01,14-15
Kyle Clifford,24,LAK,LW,80,6,9,15,5,87,1.2,6,0,0,1,9,0,0,117,5.1,859,10:44,14.0,200,2.0,4.0,33.3,cliffky01,14-15
Grant Clitsome,29,WPG,D,24,0,4,4,4,8,1.1,0,0,0,0,4,0,0,22,0.0,393,16:22,20.0,46,0.0,0.0,,clitsgr01,14-15
Ryane Clowe,32,NJD,LW,13,1,3,4,-1,4,0.2,1,0,0,0,3,0,0,15,6.7,204,15:40,1.0,21,0.0,1.0,0.0,clowery01,14-15
Rich Clune,27,NSH,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:30,0.0,3,0.0,0.0,,cluneri01,14-15
Cal Clutterbuck,27,NYI,RW,76,7,9,16,1,60,0.8,5,0,2,4,7,1,1,124,5.6,967,12:44,31.0,343,6.0,3.0,66.7,cluttca01,14-15
Braydon Coburn,29,TOT,D,43,1,10,11,2,25,2.2,1,0,0,0,10,0,0,46,2.2,857,19:56,66.0,62,0.0,0.0,,coburbr01,14-15
Andrew Cogliano,27,ANA,C,82,15,14,29,5,14,3.0,12,0,3,2,14,0,0,134,11.2,1197,14:36,30.0,139,16.0,33.0,32.7,coglian01,14-15
Carlo Colaiacovo,32,PHI,D,33,2,6,8,0,10,1.5,2,0,0,0,4,2,0,42,4.8,544,16:29,33.0,46,0.0,0.0,,colaica01,14-15
Joe Colborne,25,CGY,C,64,8,20,28,7,43,2.6,6,1,1,1,16,4,0,67,11.9,987,15:25,36.0,163,176.0,152.0,53.7,colbojo01,14-15
Erik Cole,36,TOT,LW,68,21,18,39,2,14,5.0,17,3,1,0,12,6,0,122,17.2,989,14:33,20.0,134,5.0,11.0,31.3,coleer01,14-15
Ian Cole,25,TOT,D,74,5,12,17,14,51,4.7,5,0,0,0,11,1,0,83,6.0,1183,15:59,99.0,73,0.0,0.0,,coleia01,14-15
Sean Collins,26,CBJ,C,8,0,2,2,0,2,0.1,0,0,0,0,2,0,0,4,0.0,83,10:20,0.0,18,2.0,3.0,40.0,collise02,14-15
Blake Comeau,28,PIT,LW,61,16,15,31,6,65,4.0,16,0,0,5,14,1,0,147,10.9,932,15:17,11.0,188,7.0,2.0,77.8,comeabl01,14-15
Cory Conacher,25,NYI,C,15,1,2,3,-3,14,-0.1,1,0,0,0,2,0,0,23,4.3,202,13:29,7.0,19,1.0,2.0,33.3,conacco01,14-15
Erik Condra,28,OTT,RW,68,9,14,23,13,30,2.4,8,0,1,1,13,0,1,106,8.5,983,14:27,53.0,33,2.0,7.0,22.2,condrer01,14-15
Kevin Connauton,24,TOT,D,62,9,12,21,5,35,4.4,9,0,0,4,9,3,0,96,9.4,1005,16:13,48.0,83,0.0,0.0,,connake01,14-15
Chris Conner,31,WSH,RW,2,0,0,0,1,4,0.0,0,0,0,0,0,0,0,3,0.0,18,8:49,0.0,0,0.0,0.0,,connech01,14-15
Brett Connolly,22,TOT,RW,55,12,5,17,3,48,2.1,10,2,0,2,4,1,0,83,14.5,668,12:09,13.0,90,18.0,25.0,41.9,connobr01,14-15
Matt Cooke,36,MIN,LW,29,4,6,10,0,13,1.0,4,0,0,0,6,0,0,24,16.7,365,12:36,22.0,39,3.0,6.0,33.3,cookema01,14-15
Andrew Copp,20,WPG,C,1,0,1,1,2,0,0.2,0,0,0,0,1,0,0,4,0.0,13,13:16,0.0,0,12.0,6.0,66.7,coppan01,14-15
